category,name,baseType,itemType,variant,detailsId,levelRequired,links,corrupted,mapTier,gemLevel,gemQuality,chaosEquivalent,Tier,Override,SetFontSize,PlayAlertSound,SetBackgroundColor,PlayEffect,MinimapIcon
gem,Anomalous Decoy Totem,,,'1,anomalous-decoy-totem-1,55,,,,15,,5.0,,,,,,,
gem,Anomalous Devouring Totem,,,'1,anomalous-devouring-totem-1,58,,,,16,,5.0,,,,,,,
gem,Divergent Mana Leech Support,,,'1,divergent-mana-leech-support-1,62,,,,16,,5.0,,,,,,,
gem,Anomalous Ignite Proliferation Support,,,'1,anomalous-ignite-proliferation-support-1,65,,,,15,,5.0,,,,,,,
gem,Phantasmal Stormblast Mine,,,'1,phantasmal-stormblast-mine-1,60,,,,17,,5.0,,,,,,,
gem,Divergent Kinetic Bolt,,,'1,divergent-kinetic-bolt-1,60,,,,17,,5.0,,,,,,,
gem,Anomalous Tectonic Slam,,,'1,anomalous-tectonic-slam-1,62,,,,16,,5.0,,,,,,,
gem,Anomalous Added Fire Damage Support,,,'1,anomalous-added-fire-damage-support-1,58,,,,16,,5.0,,,,,,,
gem,Phantasmal Lancing Steel,,,'1,phantasmal-lancing-steel-1,62,,,,16,,5.0,,,,,,,
gem,Divergent Siege Ballista,,,'1,divergent-siege-ballista-1,62,,,,16,,5.0,,,,,,,
gem,Phantasmal Holy Flame Totem,,,'1,phantasmal-holy-flame-totem-1,58,,,,16,,5.0,,,,,,,
gem,Phantasmal Scourge Arrow,,,'1,phantasmal-scourge-arrow-1,62,,,,16,,5.0,,,,,,,
gem,Divergent Artillery Ballista,,,'1,divergent-artillery-ballista-1,62,,,,16,,5.0,,,,,,,
gem,Phantasmal Animate Weapon,,,'1,phantasmal-animate-weapon-1,58,,,,16,,5.0,,,,,,,
gem,Anomalous Soulrend,,,'1,anomalous-soulrend-1,62,,,,16,,5.0,,,,,,,
gem,Anomalous Decay Support,,,'1,anomalous-decay-support-1,65,,,,15,,5.0,,,,,,,
gem,Divergent Ignite Proliferation Support,,,'1,divergent-ignite-proliferation-support-1,65,,,,15,,5.0,,,,,,,
gem,Anomalous Firestorm,,,'20c,anomalous-firestorm-20c,70,,True,,20,,5.0,,,,,,,
gem,Divergent Lancing Steel,,,'1,divergent-lancing-steel-1,62,,,,16,,5.0,,,,,,,
gem,Anomalous Lightning Spire Trap,,,'1,anomalous-lightning-spire-trap-1,28,,,,1,,5.0,,,,,,,
gem,Anomalous Less Duration Support,,,'1,anomalous-less-duration-support-1,62,,,,16,,5.0,,,,,,,
gem,Phantasmal Consecrated Path,,,'1,phantasmal-consecrated-path-1,62,,,,16,,5.0,,,,,,,
gem,Divergent Temporal Chains,,,'1,divergent-temporal-chains-1,62,,,,16,,5.0,,,,,,,
gem,Anomalous Corrupting Fever,,,'1,anomalous-corrupting-fever-1,46,,,,10,,5.0,,,,,,,
gem,Divergent Burning Damage Support,,,'1,divergent-burning-damage-support-1,62,,,,16,,5.0,,,,,,,
gem,Divergent Searing Bond,,,'1,divergent-searing-bond-1,62,,,,16,,5.0,,,,,,,
gem,Divergent Energy Leech Support,,,'20,divergent-energy-leech-support-20,70,,,,20,,5.0,,,,,,,
gem,Divergent Caustic Arrow,,,'20c,divergent-caustic-arrow-20c,70,,True,,20,,5.0,,,,,,,
gem,Anomalous Rain of Arrows,,,'20c,anomalous-rain-of-arrows-20c,70,,True,,20,,5.0,,,,,,,
gem,Anomalous Sunder,,,'20c,anomalous-sunder-20c,70,,True,,20,,5.0,,,,,,,
gem,Chance to Poison Support,,,'21/20c,chance-to-poison-support-21-20c,72,,True,,21,20,5.0,,,,,,,
gem,Forbidden Rite,,,'1/20,forbidden-rite-1-20,16,,,,1,20,5.0,,,,,,,
gem,Summon Reaper,,,'21c,summon-reaper-21c,72,,True,,21,,5.0,,,,,,,
gem,Shield Crush,,,'20/20c,shield-crush-20-20c,70,,True,,20,20,5.0,,,,,,,
gem,Spectral Helix,,,'20/20c,spectral-helix-20-20c,70,,True,,20,20,5.0,,,,,,,
gem,Blade Trap,,,'20c,blade-trap-20c,70,,True,,20,,5.0,,,,,,,
gem,Voltaxic Burst,,,'20/20c,voltaxic-burst-20-20c,70,,True,,20,20,5.0,,,,,,,
gem,Divergent Defiance Banner,,,'1,divergent-defiance-banner-1,62,,,,16,,5.0,,,,,,,
gem,Manabond,,,'21c,manabond-21c,72,,True,,21,,5.0,,,,,,,
gem,Anomalous Explosive Concoction,,,'1,anomalous-explosive-concoction-1,58,,,,14,,5.0,,,,,,,
gem,Divergent Battlemage's Cry,,,'1/20,divergent-battlemages-cry-1-20,62,,,,16,20,5.0,,,,,,,
gem,Anomalous Ambush,,,'1/20,anomalous-ambush-1-20,69,,,,19,20,5.0,,,,,,,
gem,Divergent Storm Rain,,,'1,divergent-storm-rain-1,62,,,,16,,5.0,,,,,,,
gem,Divergent Manabond,,,'1,divergent-manabond-1,62,,,,16,,5.0,,,,,,,
gem,Anomalous Explosive Concoction,,,'1/20,anomalous-explosive-concoction-1-20,62,,,,16,20,5.0,,,,,,,
gem,Divergent Battlemage's Cry,,,'1,divergent-battlemages-cry-1,62,,,,16,,5.0,,,,,,,
gem,Anomalous Scorching Ray,,,'1/20,anomalous-scorching-ray-1-20,68,,,,19,20,4.99,,,,,,,
gem,Divergent Cast on Death Support,,,'1/20,divergent-cast-on-death-support-1-20,69,,,,19,20,4.98,,,,,,,
gem,Anomalous Burning Arrow,,,'1,anomalous-burning-arrow-1,60,,,,17,,4.98,,,,,,,
gem,Elemental Weakness,,,'20c,elemental-weakness-20c,70,,True,,20,,4.94,,,,,,,
gem,Trap and Mine Damage Support,,,'21c,trap-and-mine-damage-support-21c,72,,True,,21,,4.93,,,,,,,
gem,Purifying Flame,,,'20/20,purifying-flame-20-20,70,,,,20,20,4.92,,,,,,,
gem,Raise Spectre,,,'1/20,raise-spectre-1-20,28,,,,1,20,4.91,,,,,,,
gem,Herald of Agony,,,'21c,herald-of-agony-21c,72,,True,,21,,4.91,,,,,,,
gem,Anomalous Whirling Blades,,,'1,anomalous-whirling-blades-1,60,,,,16,,4.86,,,,,,,
gem,Forbidden Rite,,,'20/20c,forbidden-rite-20-20c,70,,True,,20,20,4.86,,,,,,,
gem,Phantasmal Lightning Tendrils,,,'1/20,phantasmal-lightning-tendrils-1-20,60,,,,17,20,4.84,,,,,,,
gem,Swift Affliction Support,,,'20c,swift-affliction-support-20c,70,,True,,20,,4.83,,,,,,,
gem,Phantasmal Stormbind,,,'1/20,phantasmal-stormbind-1-20,68,,,,19,20,4.82,,,,,,,
gem,Anomalous Warlord's Mark,,,'1,anomalous-warlords-mark-1,62,,,,16,,4.82,,,,,,,
gem,Divergent Pyroclast Mine,,,'1,divergent-pyroclast-mine-1,62,,,,16,,4.8,,,,,,,
gem,Anomalous Wintertide Brand,,,'1/20,anomalous-wintertide-brand-1-20,68,,,,19,20,4.78,,,,,,,
gem,Anomalous Rejuvenation Totem,,,'1/20,anomalous-rejuvenation-totem-1-20,67,,,,19,20,4.78,,,,,,,
gem,Anomalous Bodyswap,,,'1,anomalous-bodyswap-1,60,,,,16,,4.78,,,,,,,
gem,Anomalous Seismic Cry,,,'1,anomalous-seismic-cry-1,62,,,,16,,4.77,,,,,,,
gem,Rain of Arrows,,,'21/20c,rain-of-arrows-21-20c,72,,True,,21,20,4.76,,,,,,,
gem,Phantasmal Void Sphere,,,'1,phantasmal-void-sphere-1,62,,,,15,,4.73,,,,,,,
gem,Phantasmal Shockwave Totem,,,'1,phantasmal-shockwave-totem-1,62,,,,16,,4.71,,,,,,,
gem,Anomalous Spell Cascade Support,,,'1,anomalous-spell-cascade-support-1,58,,,,16,,4.69,,,,,,,
gem,Anomalous Stormbind,,,'1/20,anomalous-stormbind-1-20,68,,,,19,20,4.68,,,,,,,
gem,Anomalous General's Cry,,,'1,anomalous-generals-cry-1,62,,,,16,,4.67,,,,,,,
gem,Divergent Shrapnel Ballista,,,'1,divergent-shrapnel-ballista-1,58,,,,16,,4.66,,,,,,,
gem,Anomalous Spectral Throw,,,'1,anomalous-spectral-throw-1,60,,,,17,,4.66,,,,,,,
gem,Divergent Earthquake,,,'1,divergent-earthquake-1,62,,,,16,,4.64,,,,,,,
gem,Divergent Cold Snap,,,'1/20,divergent-cold-snap-1-20,68,,,,19,20,4.63,,,,,,,
gem,Phantasmal Stormbind,,,'1,phantasmal-stormbind-1,62,,,,16,,4.63,,,,,,,
gem,Ground Slam,,,'20/20c,ground-slam-20-20c,70,,True,,20,20,4.62,,,,,,,
gem,Anomalous Galvanic Arrow,,,'1,anomalous-galvanic-arrow-1,56,,,,16,,4.61,,,,,,,
gem,Anomalous Perforate,,,'1,anomalous-perforate-1,52,,,,15,,4.61,,,,,,,
gem,Penance Brand,,,'20/23c,penance-brand-20-23c,70,,True,,20,23,4.6,,,,,,,
gem,Divergent Mirror Arrow,,,'1,divergent-mirror-arrow-1,60,,,,16,,4.6,,,,,,,
gem,Intimidating Cry,,,'20/20c,intimidating-cry-20-20c,70,,True,,20,20,4.59,,,,,,,
gem,Cold Snap,,,'20/20c,cold-snap-20-20c,70,,True,,20,20,4.55,,,,,,,
gem,Phantasmal Seismic Cry,,,'1/20,phantasmal-seismic-cry-1-20,68,,,,19,20,4.53,,,,,,,
gem,Anomalous Vigilant Strike,,,'1/20,anomalous-vigilant-strike-1-20,58,,,,16,20,4.52,,,,,,,
gem,Anomalous Pestilent Strike,,,'1,anomalous-pestilent-strike-1,62,,,,16,,4.51,,,,,,,
gem,Anomalous Viper Strike,,,'1,anomalous-viper-strike-1,60,,,,17,,4.5,,,,,,,
gem,Animate Weapon,,,'20/20c,animate-weapon-20-20c,70,,True,,20,20,4.47,,,,,,,
gem,Divergent Iron Will Support,,,'1,divergent-iron-will-support-1,62,,,,16,,4.47,,,,,,,
gem,Punishment,,,'20c,punishment-20c,70,,True,,20,,4.46,,,,,,,
gem,Divergent Blast Rain,,,'1,divergent-blast-rain-1,62,,,,16,,4.46,,,,,,,
gem,Venom Gyre,,,'21/20c,venom-gyre-21-20c,72,,True,,21,20,4.42,,,,,,,
gem,Dash,,,'1/20,dash-1-20,4,,,,1,20,4.41,,,,,,,
gem,Divergent Viper Strike,,,'1,divergent-viper-strike-1,60,,,,17,,4.34,,,,,,,
gem,Vaal Lightning Strike,,,'20c,vaal-lightning-strike-20c,70,,True,,20,,4.33,,,,,,,
gem,Divergent Summon Chaos Golem,,,'1,divergent-summon-chaos-golem-1,64,,,,16,,4.32,,,,,,,
gem,Meat Shield Support,,,'20,meat-shield-support-20,70,,,,20,,4.31,,,,,,,
gem,Divergent War Banner,,,'1,divergent-war-banner-1,58,,,,16,,4.3,,,,,,,
gem,Divergent Faster Casting Support,,,'1,divergent-faster-casting-support-1,62,,,,16,,4.3,,,,,,,
gem,Lightning Strike,,,'20/20c,lightning-strike-20-20c,70,,True,,20,20,4.29,,,,,,,
gem,Anomalous Winter Orb,,,'1,anomalous-winter-orb-1,62,,,,16,,4.27,,,,,,,
gem,Divergent Stormblast Mine,,,'1,divergent-stormblast-mine-1,60,,,,17,,4.27,,,,,,,
gem,Anomalous Searing Bond,,,'1,anomalous-searing-bond-1,62,,,,16,,4.26,,,,,,,
gem,Anomalous Stormblast Mine,,,'1,anomalous-stormblast-mine-1,60,,,,17,,4.25,,,,,,,
gem,Divergent Molten Shell,,,'1,divergent-molten-shell-1,58,,,,16,,4.24,,,,,,,
gem,Anomalous Close Combat Support,,,'1,anomalous-close-combat-support-1,62,,,,16,,4.24,,,,,,,
gem,Anomalous Cleave,,,'1,anomalous-cleave-1,60,,,,17,,4.24,,,,,,,
gem,Anomalous Whirling Blades,,,'1/20,anomalous-whirling-blades-1-20,60,,,,16,20,4.23,,,,,,,
gem,Divergent Wintertide Brand,,,'1,divergent-wintertide-brand-1,62,,,,16,,4.23,,,,,,,
gem,Cleave,,,'20/20c,cleave-20-20c,70,,True,,20,20,4.2,,,,,,,
gem,Rain of Arrows,,,'20/20c,rain-of-arrows-20-20c,70,,True,,20,20,4.2,,,,,,,
gem,Chance to Poison Support,,,'20/20c,chance-to-poison-support-20-20c,70,,True,,20,20,4.2,,,,,,,
gem,Hydrosphere,,,'20c,hydrosphere-20c,70,,True,,20,,4.19,,,,,,,
gem,Anomalous Ice Crash,,,'1,anomalous-ice-crash-1,62,,,,16,,4.19,,,,,,,
gem,Anomalous Absolution,,,'1,anomalous-absolution-1,62,,,,16,,4.16,,,,,,,
gem,Divergent Reave,,,'1,divergent-reave-1,62,,,,16,,4.14,,,,,,,
gem,Anomalous Swift Assembly Support,,,'1,anomalous-swift-assembly-support-1,58,,,,16,,4.14,,,,,,,
gem,Divergent Iron Grip Support,,,'1,divergent-iron-grip-support-1,62,,,,16,,4.13,,,,,,,
gem,Anomalous Vigilant Strike,,,'1,anomalous-vigilant-strike-1,58,,,,16,,4.13,,,,,,,
gem,Anomalous Ambush,,,'1,anomalous-ambush-1,64,,,,16,,4.12,,,,,,,
gem,Divergent Summon Carrion Golem,,,'1,divergent-summon-carrion-golem-1,64,,,,16,,4.11,,,,,,,
gem,Battlemage's Cry,,,'20/20c,battlemages-cry-20-20c,70,,True,,20,20,4.1,,,,,,,
gem,Blasphemy Support,,,'21c,blasphemy-support-21c,72,,True,,21,,4.09,,,,,,,
gem,Elemental Proliferation Support,,,'20c,elemental-proliferation-support-20c,70,,True,,20,,4.09,,,,,,,
gem,Tornado Shot,,,'20c,tornado-shot-20c,70,,True,,20,,4.08,,,,,,,
gem,Devouring Totem,,,'21/20c,devouring-totem-21-20c,72,,True,,21,20,4.07,,,,,,,
gem,Urgent Orders Support,,,'20c,urgent-orders-support-20c,70,,True,,20,,4.07,,,,,,,
gem,Reave,,,'21/20c,reave-21-20c,72,,True,,21,20,4.03,,,,,,,
gem,Fork Support,,,'20c,fork-support-20c,70,,True,,20,,4.03,,,,,,,
gem,Anomalous Chance to Flee Support,,,'1,anomalous-chance-to-flee-support-1,58,,,,16,,4.03,,,,,,,
gem,Infernal Legion Support,,,'21c,infernal-legion-support-21c,72,,True,,21,,4.02,,,,,,,
gem,Anomalous Ice Shot,,,'1,anomalous-ice-shot-1,60,,,,17,,4.02,,,,,,,
gem,Assassin's Mark,,,'20c,assassins-mark-20c,70,,True,,20,,4.0,,,,,,,
gem,Portal,,,'1,portal-1,10,,True,,1,,4.0,,,,,,,
gem,Ruthless Support,,,'20,ruthless-support-20,70,,,,20,,4.0,,,,,,,
gem,Spell Echo Support,,,'20,spell-echo-support-20,70,,,,20,,4.0,,,,,,,
gem,Shield Charge,,,'20,shield-charge-20,70,,,,20,,4.0,,,,,,,
gem,Righteous Fire,,,'21c,righteous-fire-21c,72,,True,,21,,4.0,,,,,,,
gem,Elemental Focus Support,,,'20,elemental-focus-support-20,70,,,,20,,4.0,,,,,,,
gem,Maim Support,,,'20,maim-support-20,70,,,,20,,4.0,,,,,,,
gem,Purity of Elements,,,'20,purity-of-elements-20,70,,,,20,,4.0,,,,,,,
gem,Molten Shell,,,'1/20,molten-shell-1-20,4,,,,1,20,4.0,,,,,,,
gem,Increased Area of Effect Support,,,'20,increased-area-of-effect-support-20,70,,,,20,,4.0,,,,,,,
gem,Spell Totem Support,,,'1/20,spell-totem-support-1-20,67,,,,19,20,4.0,,,,,,,
gem,Vitality,,,'1/20,vitality-1-20,10,,,,1,20,4.0,,,,,,,
gem,Efficacy Support,,,'20,efficacy-support-20,70,,,,20,,4.0,,,,,,,
gem,Herald of Thunder,,,'1/20,herald-of-thunder-1-20,16,,,,1,20,4.0,,,,,,,
gem,Discipline,,,'1/20,discipline-1-20,68,,,,19,20,4.0,,,,,,,
gem,Mirage Archer Support,,,'1/20,mirage-archer-support-1-20,4,,,,1,20,4.0,,,,,,,
gem,Phase Run,,,'1/20,phase-run-1-20,34,,,,1,20,4.0,,,,,,,
gem,Blasphemy Support,,,'20,blasphemy-support-20,70,,,,20,,4.0,,,,,,,
gem,Warlord's Mark,,,'21/20c,warlords-mark-21-20c,72,,True,,21,20,4.0,,,,,,,
gem,Ice Bite Support,,,'20,ice-bite-support-20,70,,,,20,,4.0,,,,,,,
gem,Void Manipulation Support,,,'20,void-manipulation-support-20,70,,,,20,,4.0,,,,,,,
gem,Swift Affliction Support,,,'20,swift-affliction-support-20,70,,,,20,,4.0,,,,,,,
gem,Cyclone,,,'1/20,cyclone-1-20,66,,,,18,20,4.0,,,,,,,
gem,Elemental Hit,,,'1/20,elemental-hit-1-20,68,,,,19,20,4.0,,,,,,,
gem,Melee Physical Damage Support,,,'20,melee-physical-damage-support-20,70,,,,20,,4.0,,,,,,,
gem,Cremation,,,'21/20c,cremation-21-20c,72,,True,,21,20,4.0,,,,,,,
gem,Purity of Lightning,,,'20c,purity-of-lightning-20c,70,,True,,20,,4.0,,,,,,,
gem,Unbound Ailments Support,,,'1/20,unbound-ailments-support-1-20,8,,,,1,20,4.0,,,,,,,
gem,Melee Physical Damage Support,,,'20c,melee-physical-damage-support-20c,70,,True,,20,,4.0,,,,,,,
gem,Frostbolt,,,'21c,frostbolt-21c,72,,True,,21,,4.0,,,,,,,
gem,Cyclone,,,'20c,cyclone-20c,70,,True,,20,,4.0,,,,,,,
gem,Vaal Cold Snap,,,'20c,vaal-cold-snap-20c,70,,True,,20,,4.0,,,,,,,
gem,Blast Rain,,,'21/20c,blast-rain-21-20c,72,,True,,21,20,4.0,,,,,,,
gem,Sunder,,,'21/20c,sunder-21-20c,72,,True,,21,20,4.0,,,,,,,
gem,Pierce Support,,,'20,pierce-support-20,70,,,,20,,4.0,,,,,,,
gem,Purity of Lightning,,,'20,purity-of-lightning-20,70,,,,20,,4.0,,,,,,,
gem,Shield Charge,,,'1/20,shield-charge-1-20,10,,,,1,20,4.0,,,,,,,
gem,Maim Support,,,'1/20,maim-support-1-20,8,,,,1,20,4.0,,,,,,,
gem,Frost Blades,,,'20c,frost-blades-20c,70,,True,,20,,4.0,,,,,,,
gem,Pierce Support,,,'1/20,pierce-support-1-20,1,,,,1,20,4.0,,,,,,,
gem,Chain Support,,,'1/20,chain-support-1-20,68,,,,18,20,4.0,,,,,,,
gem,Controlled Destruction Support,,,'1/20,controlled-destruction-support-1-20,18,,,,1,20,4.0,,,,,,,
gem,Ancestral Call Support,,,'21c,ancestral-call-support-21c,72,,True,,21,,4.0,,,,,,,
gem,Elemental Hit,,,'20,elemental-hit-20,70,,,,20,,4.0,,,,,,,
gem,Explosive Arrow,,,'21c,explosive-arrow-21c,72,,True,,21,,4.0,,,,,,,
gem,Life Gain on Hit Support,,,'20,life-gain-on-hit-support-20,70,,,,20,,4.0,,,,,,,
gem,Lightning Arrow,,,'20,lightning-arrow-20,70,,,,20,,4.0,,,,,,,
gem,Arcane Surge Support,,,'1/20,arcane-surge-support-1-20,67,,,,19,20,4.0,,,,,,,
gem,Flicker Strike,,,'20c,flicker-strike-20c,70,,True,,20,,4.0,,,,,,,
gem,Elemental Weakness,,,'20,elemental-weakness-20,70,,,,20,,4.0,,,,,,,
gem,Fork Support,,,'20,fork-support-20,70,,,,20,,4.0,,,,,,,
gem,Unearth,,,'21/20c,unearth-21-20c,72,,True,,21,20,4.0,,,,,,,
gem,Puncture,,,'20/20c,puncture-20-20c,70,,True,,20,20,4.0,,,,,,,
gem,Physical to Lightning Support,,,'20c,physical-to-lightning-support-20c,70,,True,,20,,4.0,,,,,,,
gem,Assassin's Mark,,,'21c,assassins-mark-21c,72,,True,,21,,4.0,,,,,,,
gem,Lesser Multiple Projectiles Support,,,'20c,lesser-multiple-projectiles-support-20c,70,,True,,20,,4.0,,,,,,,
gem,Blade Flurry,,,'21c,blade-flurry-21c,72,,True,,21,,4.0,,,,,,,
gem,Efficacy Support,,,'20c,efficacy-support-20c,70,,True,,20,,4.0,,,,,,,
gem,Cast On Critical Strike Support,,,'20,cast-on-critical-strike-support-20,70,,,,20,,4.0,,,,,,,
gem,Immortal Call,,,'1/20,immortal-call-1-20,34,,,,1,20,4.0,,,,,,,
gem,Phase Run,,,'20,phase-run-20,70,,,,20,,4.0,,,,,,,
gem,Pierce Support,,,'20c,pierce-support-20c,70,,True,,20,,4.0,,,,,,,
gem,Elemental Hit,,,'20/20c,elemental-hit-20-20c,70,,True,,20,20,4.0,,,,,,,
gem,Blasphemy Support,,,'20c,blasphemy-support-20c,70,,True,,20,,4.0,,,,,,,
gem,Maim Support,,,'20c,maim-support-20c,70,,True,,20,,4.0,,,,,,,
gem,Arctic Armour,,,'21c,arctic-armour-21c,72,,True,,21,,4.0,,,,,,,
gem,Detonate Dead,,,'21/20c,detonate-dead-21-20c,72,,True,,21,20,4.0,,,,,,,
gem,Cluster Traps Support,,,'21c,cluster-traps-support-21c,72,,True,,21,,4.0,,,,,,,
gem,Spark,,,'21c,spark-21c,72,,True,,21,,4.0,,,,,,,
gem,Ball Lightning,,,'21c,ball-lightning-21c,72,,True,,21,,4.0,,,,,,,
gem,Unbound Ailments Support,,,'20,unbound-ailments-support-20,70,,,,20,,4.0,,,,,,,
gem,Immolate Support,,,'21c,immolate-support-21c,72,,True,,21,,4.0,,,,,,,
gem,Item Rarity Support,,,'21c,item-rarity-support-21c,72,,True,,21,,4.0,,,,,,,
gem,Physical to Lightning Support,,,'21c,physical-to-lightning-support-21c,72,,True,,21,,4.0,,,,,,,
gem,Raise Spectre,,,'20/23c,raise-spectre-20-23c,70,,True,,20,23,4.0,,,,,,,
gem,Vortex,,,'21c,vortex-21c,72,,True,,21,,4.0,,,,,,,
gem,Stun Support,,,'20c,stun-support-20c,70,,True,,20,,4.0,,,,,,,
gem,Cast On Critical Strike Support,,,'21c,cast-on-critical-strike-support-21c,72,,True,,21,,4.0,,,,,,,
gem,Melee Splash Support,,,'21c,melee-splash-support-21c,72,,True,,21,,4.0,,,,,,,
gem,Mirage Archer Support,,,'21c,mirage-archer-support-21c,72,,True,,21,,4.0,,,,,,,
gem,Conversion Trap,,,'21/20c,conversion-trap-21-20c,72,,True,,21,20,4.0,,,,,,,
gem,Ice Trap,,,'20/23c,ice-trap-20-23c,70,,True,,20,23,4.0,,,,,,,
gem,Phase Run,,,'21c,phase-run-21c,72,,True,,21,,4.0,,,,,,,
gem,Fork Support,,,'21c,fork-support-21c,72,,True,,21,,4.0,,,,,,,
gem,Flesh Offering,,,'21c,flesh-offering-21c,72,,True,,21,,4.0,,,,,,,
gem,Innervate Support,,,'21c,innervate-support-21c,72,,True,,21,,4.0,,,,,,,
gem,Vile Toxins Support,,,'21c,vile-toxins-support-21c,72,,True,,21,,4.0,,,,,,,
gem,Flame Surge,,,'21/20c,flame-surge-21-20c,72,,True,,21,20,4.0,,,,,,,
gem,Life Gain on Hit Support,,,'21c,life-gain-on-hit-support-21c,72,,True,,21,,4.0,,,,,,,
gem,Spectral Shield Throw,,,'20/20c,spectral-shield-throw-20-20c,70,,True,,20,20,4.0,,,,,,,
gem,Cold to Fire Support,,,'21c,cold-to-fire-support-21c,72,,True,,21,,4.0,,,,,,,
gem,Advanced Traps Support,,,'21c,advanced-traps-support-21c,72,,True,,21,,4.0,,,,,,,
gem,Explosive Trap,,,'21c,explosive-trap-21c,72,,True,,21,,4.0,,,,,,,
gem,Combustion Support,,,'20c,combustion-support-20c,70,,True,,20,,4.0,,,,,,,
gem,Seismic Trap,,,'20c,seismic-trap-20c,70,,True,,20,,4.0,,,,,,,
gem,Vicious Projectiles Support,,,'20c,vicious-projectiles-support-20c,70,,True,,20,,4.0,,,,,,,
gem,Withering Touch Support,,,'20,withering-touch-support-20,70,,,,20,,4.0,,,,,,,
gem,Toxic Rain,,,'20/23c,toxic-rain-20-23c,70,,True,,20,23,4.0,,,,,,,
gem,Dread Banner,,,'20c,dread-banner-20c,70,,True,,20,,4.0,,,,,,,
gem,Intensify Support,,,'21c,intensify-support-21c,72,,True,,21,,4.0,,,,,,,
gem,Unleash Support,,,'20c,unleash-support-20c,70,,True,,20,,4.0,,,,,,,
gem,Energy Leech Support,,,'20c,energy-leech-support-20c,70,,True,,20,,4.0,,,,,,,
gem,Steelskin,,,'1/20,steelskin-1-20,58,,,,16,20,4.0,,,,,,,
gem,Precision,,,'1/20,precision-1-20,10,,,,1,20,4.0,,,,,,,
gem,Summon Phantasm Support,,,'20,summon-phantasm-support-20,70,,,,20,,4.0,,,,,,,
gem,Shockwave Support,,,'21c,shockwave-support-21c,72,,True,,21,,4.0,,,,,,,
gem,Close Combat Support,,,'21c,close-combat-support-21c,72,,True,,21,,4.0,,,,,,,
gem,Steelskin,,,'20,steelskin-20,70,,,,20,,4.0,,,,,,,
gem,Close Combat Support,,,'20c,close-combat-support-20c,70,,True,,20,,4.0,,,,,,,
gem,Dash,,,'20c,dash-20c,70,,True,,20,,4.0,,,,,,,
gem,Steelskin,,,'20c,steelskin-20c,70,,True,,20,,4.0,,,,,,,
gem,Summon Skeletons,,,'20/23c,summon-skeletons-20-23c,70,,True,,20,23,4.0,,,,,,,
gem,Flesh and Stone,,,'20c,flesh-and-stone-20c,70,,True,,20,,4.0,,,,,,,
gem,Feeding Frenzy Support,,,'1/20,feeding-frenzy-support-1-20,31,,,,1,20,4.0,,,,,,,
gem,Meat Shield Support,,,'1/20,meat-shield-support-1-20,31,,,,1,20,4.0,,,,,,,
gem,Summon Carrion Golem,,,'21c,summon-carrion-golem-21c,72,,True,,21,,4.0,,,,,,,
gem,Elemental Army Support,,,'20,elemental-army-support-20,70,,,,20,,4.0,,,,,,,
gem,High-Impact Mine Support,,,'21c,high-impact-mine-support-21c,72,,True,,21,,4.0,,,,,,,
gem,Feeding Frenzy Support,,,'20,feeding-frenzy-support-20,70,,,,20,,4.0,,,,,,,
gem,Blastchain Mine Support,,,'20c,blastchain-mine-support-20c,70,,True,,20,,4.0,,,,,,,
gem,Nightblade Support,,,'21c,nightblade-support-21c,72,,True,,21,,4.0,,,,,,,
gem,High-Impact Mine Support,,,'20,high-impact-mine-support-20,70,,,,20,,4.0,,,,,,,
gem,Feeding Frenzy Support,,,'20c,feeding-frenzy-support-20c,70,,True,,20,,4.0,,,,,,,
gem,Stormblast Mine,,,'21/20c,stormblast-mine-21-20c,72,,True,,21,20,4.0,,,,,,,
gem,Charged Mines Support,,,'20c,charged-mines-support-20c,70,,True,,20,,4.0,,,,,,,
gem,Ballista Totem Support,,,'20c,ballista-totem-support-20c,70,,True,,20,,4.0,,,,,,,
gem,Artillery Ballista,,,'21/20c,artillery-ballista-21-20c,72,,True,,21,20,4.0,,,,,,,
gem,Archmage Support,,,'21c,archmage-support-21c,72,,True,,21,,4.0,,,,,,,
gem,Second Wind Support,,,'20,second-wind-support-20,70,,,,20,,4.0,,,,,,,
gem,Second Wind Support,,,'20c,second-wind-support-20c,70,,True,,20,,4.0,,,,,,,
gem,Creeping Frost,,,'21c,creeping-frost-21c,72,,True,,21,,4.0,,,,,,,
gem,Earthshatter,,,'20/20c,earthshatter-20-20c,70,,True,,20,20,4.0,,,,,,,
gem,Awakened Added Fire Damage Support,,,'1,awakened-added-fire-damage-support-1,80,,,,5,,4.0,,,,,,,
gem,Awakened Burning Damage Support,,,'1,awakened-burning-damage-support-1,72,,,,1,,4.0,,,,,,,
gem,Hextouch Support,,,'21c,hextouch-support-21c,72,,True,,21,,4.0,,,,,,,
gem,Hextouch Support,,,'1/20,hextouch-support-1-20,38,,,,1,20,4.0,,,,,,,
gem,Spellslinger,,,'21c,spellslinger-21c,72,,True,,21,,4.0,,,,,,,
gem,Spellslinger,,,'20c,spellslinger-20c,70,,True,,20,,4.0,,,,,,,
gem,Predator Support,,,'20,predator-support-20,70,,,,20,,4.0,,,,,,,
gem,Predator Support,,,'1/20,predator-support-1-20,18,,,,1,20,4.0,,,,,,,
gem,Trinity Support,,,'20,trinity-support-20,70,,,,20,,4.0,,,,,,,
